         ;0
X  XO O X;3875
O  XO O X;3876
 X XO O X;3877
OX XO O X;3878
 O XO O X;3879
XO XO O X;3880
  XXO O X;3881
O XXO O X;3882
OXXXO O X;3883
 OXXO O X;3884
XOXXO O X;3885
OOXXO O X;3886
  OXO O X;3887
X OXO O X;3888
 XOXO O X;3889
XXOXO O X;3890
OXOXO O X;3891
XOOXO O X;3892
X  OO O X;3893
 X OO O X;3894
XX OO O X;3895
  XOO O X;3896
X XOO O X;3897
 XXOO O X;3898
XXXOO O X;3899
OXXOO O X;3900
XOXOO O X;3901
XXOOO O X;3902
     XO X;3903
O    XO X;3904
OX   XO X;3905
 O   XO X;3906
XO   XO X;3907
OO   XO X;3908
O X  XO X;3909
 OX  XO X;3910
OOX  XO X;3911
  O  XO X;3912
X O  XO X;3913
O O  XO X;3914
 XO  XO X;3915
OXO  XO X;3916
 OO  XO X;3917
XOO  XO X;3918
O  X XO X;3919
 O X XO X;3920
OO X XO X;3921
OOXX XO X;3922
  OX XO X;3923
O OX XO X;3924
OXOX XO X;3925
 OOX XO X;3926
XOOX XO X;3927
OOOX XO X;3928
   O XO X;3929
X  O XO X;3930
O  O XO X;3931
 X O XO X;3932
OX O XO X;3933
 O O XO X;3934
XO O XO X;3935
  XO XO X;3936
O XO XO X;3937
OXXO XO X;3938
 OXO XO X;3939
XOXO XO X;3940
OOXO XO X;3941
  OO XO X;3942
X OO XO X;3943
 XOO XO X;3944
XXOO XO X;3945
OXOO XO X;3946
XOOO XO X;3947
O   XXO X;3948
 O  XXO X;3949
OO  XXO X;3950
OOX XXO X;3951
  O XXO X;3952
O O XXO X;3953
OXO XXO X;3954
 OO XXO X;3955
XOO XXO X;3956
OOO XXO X;3957
OO XXXO X;3958
O OXXXO X;3959
 OOXXXO X;3960
OOOXXXO X;3961
   OXXO X;3962
O  OXXO X;3963
OX OXXO X;3964
 O OXXO X;3965
XO OXXO X;3966
OO OXXO X;3967
O XOXXO X;3968
 OXOXXO X;3969
OOXOXXO X;3970
  OOXXO X;3971
X OOXXO X;3972
O OOXXO X;3973
 XOOXXO X;3974
OXOOXXO X;3975
 OOOXXO X;3976
XOOOXXO X;3977
    OXO X;3978
X   OXO X;3979
O   OXO X;3980
 X  OXO X;3981
OX  OXO X;3982
 O  OXO X;3983
XO  OXO X;3984
  X OXO X;3985
O X OXO X;3986
OXX OXO X;3987
 OX OXO X;3988
XOX OXO X;3989
OOX OXO X;3990
  O OXO X;3991
X O OXO X;3992
 XO OXO X;3993
XXO OXO X;3994
OXO OXO X;3995
XOO OXO X;3996
   XOXO X;3997
O  XOXO X;3998
OX XOXO X;3999
 O XOXO X;4000
XO XOXO X;4001
OO XOXO X;4002
O XXOXO X;4003
 OXXOXO X;4004
OOXXOXO X;4005
  OXOXO X;4006
X OXOXO X;4007
O OXOXO X;4008
 XOXOXO X;4009
OXOXOXO X;4010
 OOXOXO X;4011
XOOXOXO X;4012
   OOXO X;4013
X  OOXO X;4014
 X OOXO X;4015
XX OOXO X;4016
OX OOXO X;4017
XO OOXO X;4018
  XOOXO X;4019
X XOOXO X;4020
O XOOXO X;4021
 XXOOXO X;4022
OXXOOXO X;4023
 OXOOXO X;4024
XOXOOXO X;4025
X OOOXO X;4026
 XOOOXO X;4027
XXOOOXO X;4028
     OO X;4029
X    OO X;4030
 X   OO X;4031
XX   OO X;4032
OX   OO X;4033
XO   OO X;4034
  X  OO X;4035
X X  OO X;4036
O X  OO X;4037
 XX  OO X;4038
OXX  OO X;4039
 OX  OO X;4040
XOX  OO X;4041
X O  OO X;4042
 XO  OO X;4043
XXO  OO X;4044
   X OO X;4045
X  X OO X;4046
O  X OO X;4047
 X X OO X;4048
OX X OO X;4049
 O X OO X;4050
XO X OO X;4051
  XX OO X;4052
O XX OO X;4053
OXXX OO X;4054
 OXX OO X;4055
XOXX OO X;4056
OOXX OO X;4057
  OX OO X;4058
X OX OO X;4059
 XOX OO X;4060
XXOX OO X;4061
OXOX OO X;4062
XOOX OO X;4063
X  O OO X;4064
 X O OO X;4065
XX O OO X;4066
  XO OO X;4067
X XO OO X;4068
 XXO OO X;4069
XXXO OO X;4070
OXXO OO X;4071
XOXO OO X;4072
XXOO OO X;4073
    XOO X;4074
X   XOO X;4075
O   XOO X;4076
 X  XOO X;4077
OX  XOO X;4078
 O  XOO X;4079
XO  XOO X;4080
  X XOO X;4081
O X XOO X;4082
OXX XOO X;4083
 OX XOO X;4084
XOX XOO X;4085
OOX XOO X;4086
  O XOO X;4087
X O XOO X;4088
 XO XOO X;4089
XXO XOO X;4090
OXO XOO X;4091
XOO XOO X;4092
   XXOO X;4093
O  XXOO X;4094
OX XXOO X;4095
 O XXOO X;4096
XO XXOO X;4097
OO XXOO X;4098
O XXXOO X;4099
 OXXXOO X;4100
OOXXXOO X;4101
  OXXOO X;4102
X OXXOO X;4103
O OXXOO X;4104
 XOXXOO X;4105
OXOXXOO X;4106
 OOXXOO X;4107
XOOXXOO X;4108
   OXOO X;4109
X  OXOO X;4110
 X OXOO X;4111
XX OXOO X;4112
OX OXOO X;4113
XO OXOO X;4114
  XOXOO X;4115
X XOXOO X;4116
O XOXOO X;4117
 XXOXOO X;4118
OXXOXOO X;4119
 OXOXOO X;4120
XOXOXOO X;4121
X OOXOO X;4122
 XOOXOO X;4123
XXOOXOO X;4124
X   OOO X;4125
 X  OOO X;4126
XX  OOO X;4127
  X OOO X;4128
X X OOO X;4129
 XX OOO X;4130
XXX OOO X;4131
OXX OOO X;4132
XOX OOO X;4133
XXO OOO X;4134
   XOOO X;4135
X  XOOO X;4136
 X XOOO X;4137
XX XOOO X;4138
OX XOOO X;4139
XO XOOO X;4140
  XXOOO X;4141
X XXOOO X;4142
O XXOOO X;4143
 XXXOOO X;4144
OXXXOOO X;4145
 OXXOOO X;4146
XOXXOOO X;4147
X OXOOO X;4148
 XOXOOO X;4149
XXOXOOO X;4150
XX OOOO X;4151
X XOOOO X;4152
 XXOOOO X;4153
XXXOOOO X;4154
O      XX;4155
 O     XX;4156
OO     XX;4157
OOX    XX;4158
  O    XX;4159
O O    XX;4160
OXO    XX;4161
 OO    XX;4162
XOO    XX;4163
OOO    XX;4164
OO X   XX;4165
O OX   XX;4166
 OOX   XX;4167
OOOX   XX;4168
   O   XX;4169
O  O   XX;4170
OX O   XX;4171
 O O   XX;4172
XO O   XX;4173
OO O   XX;4174
O XO   XX;4175
 OXO   XX;4176
OOXO   XX;4177
  OO   XX;4178
X OO   XX;4179
O OO   XX;4180
 XOO   XX;4181
OXOO   XX;4182
 OOO   XX;4183
XOOO   XX;4184
OO  X  XX;4185
O O X  XX;4186
 OO X  XX;4187
OOO X  XX;4188
OOOXX  XX;4189
O  OX  XX;4190
 O OX  XX;4191
OO OX  XX;4192
OOXOX  XX;4193
  OOX  XX;4194
O OOX  XX;4195
OXOOX  XX;4196
 OOOX  XX;4197
XOOOX  XX;4198
OOOOX  XX;4199
    O  XX;4200
O   O  XX;4201
OX  O  XX;4202
 O  O  XX;4203
XO  O  XX;4204
OO  O  XX;4205
O X O  XX;4206
 OX O  XX;4207
OOX O  XX;4208
  O O  XX;4209
X O O  XX;4210
O O O  XX;4211
 XO O  XX;4212
OXO O  XX;4213
 OO O  XX;4214
XOO O  XX;4215
O  XO  XX;4216
 O XO  XX;4217
OO XO  XX;4218
OOXXO  XX;4219
  OXO  XX;4220
O OXO  XX;4221
OXOXO  XX;4222
 OOXO  XX;4223
XOOXO  XX;4224
OOOXO  XX;4225
   OO  XX;4226
X  OO  XX;4227
O  OO  XX;4228
 X OO  XX;4229
OX OO  XX;4230
 O OO  XX;4231
XO OO  XX;4232
  XOO  XX;4233
O XOO  XX;4234
OXXOO  XX;4235
 OXOO  XX;4236
XOXOO  XX;4237
OOXOO  XX;4238
  OOO  XX;4239
X OOO  XX;4240
 XOOO  XX;4241
XXOOO  XX;4242
OXOOO  XX;4243
XOOOO  XX;4244
OO   X XX;4245
O O  X XX;4246
 OO  X XX;4247
OOO  X XX;4248
OOOX X XX;4249
O  O X XX;4250
 O O X XX;4251
OO O X XX;4252
OOXO X XX;4253
  OO X XX;4254
O OO X XX;4255
OXOO X XX;4256
 OOO X XX;4257
XOOO X XX;4258
OOOO X XX;4259
OOO XX XX;4260
OO OXX XX;4261
O OOXX XX;4262
 OOOXX XX;4263
OOOOXX XX;4264
O   OX XX;4265
 O  OX XX;4266
OO  OX XX;4267
OOX OX XX;4268
  O OX XX;4269
O O OX XX;4270
OXO OX XX;4271
 OO OX XX;4272
XOO OX XX;4273
OOO OX XX;4274
OO XOX XX;4275
O OXOX XX;4276
 OOXOX XX;4277
OOOXOX XX;4278
   OOX XX;4279
O  OOX XX;4280
OX OOX XX;4281
 O OOX XX;4282
XO OOX XX;4283
OO OOX XX;4284
O XOOX XX;4285
 OXOOX XX;4286
OOXOOX XX;4287
  OOOX XX;4288
X OOOX XX;4289
O OOOX XX;4290
 XOOOX XX;4291
OXOOOX XX;4292
 OOOOX XX;4293
XOOOOX XX;4294
     O XX;4295
O    O XX;4296
OX   O XX;4297
 O   O XX;4298
XO   O XX;4299
OO   O XX;4300
O X  O XX;4301
 OX  O XX;4302
OOX  O XX;4303
  O  O XX;4304
X O  O XX;4305
O O  O XX;4306
 XO  O XX;4307
OXO  O XX;4308
 OO  O XX;4309
XOO  O XX;4310
O  X O XX;4311
 O X O XX;4312
OO X O XX;4313
OOXX O XX;4314
  OX O XX;4315
O OX O XX;4316
OXOX O XX;4317
 OOX O XX;4318
XOOX O XX;4319
OOOX O XX;4320
   O O XX;4321
X  O O XX;4322
O  O O XX;4323
 X O O XX;4324
OX O O XX;4325
 O O O XX;4326
XO O O XX;4327
  XO O XX;4328
O XO O XX;4329
OXXO O XX;4330
 OXO O XX;4331
XOXO O XX;4332
OOXO O XX;4333
  OO O XX;4334
X OO O XX;4335
 XOO O XX;4336
XXOO O XX;4337
OXOO O XX;4338
XOOO O XX;4339
O   XO XX;4340
 O  XO XX;4341
OO  XO XX;4342
OOX XO XX;4343
  O XO XX;4344
O O XO XX;4345
OXO XO XX;4346
 OO XO XX;4347
XOO XO XX;4348
OOO XO XX;4349
OO XXO XX;4350
O OXXO XX;4351
 OOXXO XX;4352
OOOXXO XX;4353
   OXO XX;4354
O  OXO XX;4355
OX OXO XX;4356
 O OXO XX;4357
XO OXO XX;4358
OO OXO XX;4359
O XOXO XX;4360
 OXOXO XX;4361
OOXOXO XX;4362
  OOXO XX;4363
X OOXO XX;4364
O OOXO XX;4365
 XOOXO XX;4366
OXOOXO XX;4367
 OOOXO XX;4368
XOOOXO XX;4369
    OO XX;4370
X   OO XX;4371
O   OO XX;4372
 X  OO XX;4373
OX  OO XX;4374
 O  OO XX;4375
XO  OO XX;4376
  X OO XX;4377
O X OO XX;4378
OXX OO XX;4379
 OX OO XX;4380
XOX OO XX;4381
OOX OO XX;4382
  O OO XX;4383
X O OO XX;4384
 XO OO XX;4385
XXO OO XX;4386
OXO OO XX;4387
XOO OO XX;4388
   XOO XX;4389
O  XOO XX;4390
OX XOO XX;4391
 O XOO XX;4392
XO XOO XX;4393
OO XOO XX;4394
O XXOO XX;4395
 OXXOO XX;4396
OOXXOO XX;4397
  OXOO XX;4398
X OXOO XX;4399
O OXOO XX;4400
 XOXOO XX;4401
OXOXOO XX;4402
 OOXOO XX;4403
XOOXOO XX;4404
   OOO XX;4405
X  OOO XX;4406
 X OOO XX;4407
XX OOO XX;4408
OX OOO XX;4409
XO OOO XX;4410
  XOOO XX;4411
X XOOO XX;4412
O XOOO XX;4413
 XXOOO XX;4414
OXXOOO XX;4415
 OXOOO XX;4416
XOXOOO XX;4417
X OOOO XX;4418
 XOOOO XX;4419
XXOOOO XX;4420
OO    XXX;4421
O O   XXX;4422
 OO   XXX;4423
OOO   XXX;4424
OOOX  XXX;4425
O  O  XXX;4426
 O O  XXX;4427
OO O  XXX;4428
OOXO  XXX;4429
  OO  XXX;4430
O OO  XXX;4431
OXOO  XXX;4432
 OOO  XXX;4433
XOOO  XXX;4434
OOOO  XXX;4435
OOO X XXX;4436
OO OX XXX;4437
O OOX XXX;4438
 OOOX XXX;4439
OOOOX XXX;4440
O   O XXX;4441
 O  O XXX;4442
OO  O XXX;4443
OOX O XXX;4444
  O O XXX;4445
O O O XXX;4446
OXO O XXX;4447
 OO O XXX;4448
XOO O XXX;4449
OOO O XXX;4450
OO XO XXX;4451
O OXO XXX;4452
 OOXO XXX;4453
OOOXO XXX;4454
   OO XXX;4455
O  OO XXX;4456
OX OO XXX;4457
 O OO XXX;4458
XO OO XXX;4459
OO OO XXX;4460
O XOO XXX;4461
 OXOO XXX;4462
OOXOO XXX;4463
  OOO XXX;4464
X OOO XXX;4465
O OOO XXX;4466
 XOOO XXX;4467
OXOOO XXX;4468
 OOOO XXX;4469
XOOOO XXX;4470
OOO  XXXX;4471
OO O XXXX;4472
O OO XXXX;4473
 OOO XXXX;4474
OOOO XXXX;4475
OOOOXXXXX;4476
OO  OXXXX;4477
O O OXXXX;4478
 OO OXXXX;4479
OOO OXXXX;4480
OOOXOXXXX;4481
O  OOXXXX;4482
 O OOXXXX;4483
OO OOXXXX;4484
OOXOOXXXX;4485
  OOOXXXX;4486
O OOOXXXX;4487
OXOOOXXXX;4488
 OOOOXXXX;4489
XOOOOXXXX;4490
OOOOOXXXX;4491
O    OXXX;4492
 O   OXXX;4493
OO   OXXX;4494
OOX  OXXX;4495
  O  OXXX;4496
O O  OXXX;4497
OXO  OXXX;4498
 OO  OXXX;4499
XOO  OXXX;4500
OOO  OXXX;4501
OO X OXXX;4502
O OX OXXX;4503
 OOX OXXX;4504
OOOX OXXX;4505
   O OXXX;4506
O  O OXXX;4507
OX O OXXX;4508
 O O OXXX;4509
XO O OXXX;4510
OO O OXXX;4511
O XO OXXX;4512
 OXO OXXX;4513
OOXO OXXX;4514
  OO OXXX;4515
X OO OXXX;4516
O OO OXXX;4517
 XOO OXXX;4518
OXOO OXXX;4519
 OOO OXXX;4520
XOOO OXXX;4521
OO  XOXXX;4522
O O XOXXX;4523
 OO XOXXX;4524
OOO XOXXX;4525
OOOXXOXXX;4526
O  OXOXXX;4527
 O OXOXXX;4528
OO OXOXXX;4529
OOXOXOXXX;4530
  OOXOXXX;4531
O OOXOXXX;4532
OXOOXOXXX;4533
 OOOXOXXX;4534
XOOOXOXXX;4535
OOOOXOXXX;4536
    OOXXX;4537
O   OOXXX;4538
OX  OOXXX;4539
 O  OOXXX;4540
XO  OOXXX;4541
OO  OOXXX;4542
O X OOXXX;4543
 OX OOXXX;4544
OOX OOXXX;4545
  O OOXXX;4546
X O OOXXX;4547
O O OOXXX;4548
 XO OOXXX;4549
OXO OOXXX;4550
 OO OOXXX;4551
XOO OOXXX;4552
O  XOOXXX;4553
 O XOOXXX;4554
OO XOOXXX;4555
OOXXOOXXX;4556
  OXOOXXX;4557
O OXOOXXX;4558
OXOXOOXXX;4559
 OOXOOXXX;4560
XOOXOOXXX;4561
OOOXOOXXX;4562
   OOOXXX;4563
X  OOOXXX;4564
O  OOOXXX;4565
 X OOOXXX;4566
OX OOOXXX;4567
 O OOOXXX;4568
XO OOOXXX;4569
  XOOOXXX;4570
O XOOOXXX;4571
OXXOOOXXX;4572
 OXOOOXXX;4573
XOXOOOXXX;4574
OOXOOOXXX;4575
  OOOOXXX;4576
X OOOOXXX;4577
 XOOOOXXX;4578
XXOOOOXXX;4579
OXOOOOXXX;4580
XOOOOOXXX;4581
      OXX;4582
O     OXX;4583
OX    OXX;4584
 O    OXX;4585
XO    OXX;4586
OO    OXX;4587
O X   OXX;4588
 OX   OXX;4589
OOX   OXX;4590
  O   OXX;4591
X O   OXX;4592
O O   OXX;4593
 XO   OXX;4594
OXO   OXX;4595
 OO   OXX;4596
XOO   OXX;4597
O  X  OXX;4598
 O X  OXX;4599
OO X  OXX;4600
OOXX  OXX;4601
  OX  OXX;4602
O OX  OXX;4603
OXOX  OXX;4604
 OOX  OXX;4605
XOOX  OXX;4606
OOOX  OXX;4607
   O  OXX;4608
X  O  OXX;4609
O  O  OXX;4610
 X O  OXX;4611
OX O  OXX;4612
 O O  OXX;4613
XO O  OXX;4614
  XO  OXX;4615
O XO  OXX;4616
OXXO  OXX;4617
 OXO  OXX;4618
XOXO  OXX;4619
OOXO  OXX;4620
  OO  OXX;4621
X OO  OXX;4622
 XOO  OXX;4623
XXOO  OXX;4624
OXOO  OXX;4625
XOOO  OXX;4626
O   X OXX;4627
 O  X OXX;4628
OO  X OXX;4629
OOX X OXX;4630
  O X OXX;4631
O O X OXX;4632
OXO X OXX;4633
 OO X OXX;4634
XOO X OXX;4635
OOO X OXX;4636
OO XX OXX;4637
O OXX OXX;4638
 OOXX OXX;4639
OOOXX OXX;4640
   OX OXX;4641
O  OX OXX;4642
OX OX OXX;4643
 O OX OXX;4644
XO OX OXX;4645
OO OX OXX;4646
O XOX OXX;4647
 OXOX OXX;4648
OOXOX OXX;4649
  OOX OXX;4650
X OOX OXX;4651
O OOX OXX;4652
 XOOX OXX;4653
OXOOX OXX;4654
 OOOX OXX;4655
XOOOX OXX;4656
    O OXX;4657
X   O OXX;4658
O   O OXX;4659
 X  O OXX;4660
OX  O OXX;4661
 O  O OXX;4662
XO  O OXX;4663
  X O OXX;4664
O X O OXX;4665
OXX O OXX;4666
 OX O OXX;4667
XOX O OXX;4668
OOX O OXX;4669
  O O OXX;4670
X O O OXX;4671
 XO O OXX;4672
XXO O OXX;4673
OXO O OXX;4674
XOO O OXX;4675
   XO OXX;4676
O  XO OXX;4677
OX XO OXX;4678
 O XO OXX;4679
XO XO OXX;4680
OO XO OXX;4681
O XXO OXX;4682
 OXXO OXX;4683
OOXXO OXX;4684
  OXO OXX;4685
X OXO OXX;4686
O OXO OXX;4687
 XOXO OXX;4688
OXOXO OXX;4689
 OOXO OXX;4690
XOOXO OXX;4691
   OO OXX;4692
X  OO OXX;4693
 X OO OXX;4694
XX OO OXX;4695
OX OO OXX;4696
XO OO OXX;4697
  XOO OXX;4698
X XOO OXX;4699
O XOO OXX;4700
 XXOO OXX;4701
OXXOO OXX;4702
 OXOO OXX;4703
XOXOO OXX;4704
X OOO OXX;4705
 XOOO OXX;4706
XXOOO OXX;4707
O    XOXX;4708
 O   XOXX;4709
OO   XOXX;4710
OOX  XOXX;4711
  O  XOXX;4712
O O  XOXX;4713
OXO  XOXX;4714
 OO  XOXX;4715
XOO  XOXX;4716
OOO  XOXX;4717
OO X XOXX;4718
O OX XOXX;4719
 OOX XOXX;4720
OOOX XOXX;4721
   O XOXX;4722
O  O XOXX;4723
OX O XOXX;4724
 O O XOXX;4725
XO O XOXX;4726
OO O XOXX;4727
O XO XOXX;4728
 OXO XOXX;4729
OOXO XOXX;4730
  OO XOXX;4731
X OO XOXX;4732
O OO XOXX;4733
 XOO XOXX;4734
OXOO XOXX;4735
 OOO XOXX;4736
XOOO XOXX;4737
OO  XXOXX;4738
O O XXOXX;4739
 OO XXOXX;4740
OOO XXOXX;4741
OOOXXXOXX;4742
O  OXXOXX;4743
 O OXXOXX;4744
OO OXXOXX;4745
OOXOXXOXX;4746
  OOXXOXX;4747
O OOXXOXX;4748
OXOOXXOXX;4749
 OOOXXOXX;4750
XOOOXXOXX;4751
OOOOXXOXX;4752
    OXOXX;4753
O   OXOXX;4754
OX  OXOXX;4755
 O  OXOXX;4756
XO  OXOXX;4757
OO  OXOXX;4758
O X OXOXX;4759
 OX OXOXX;4760
OOX OXOXX;4761
  O OXOXX;4762
X O OXOXX;4763
O O OXOXX;4764
 XO OXOXX;4765
OXO OXOXX;4766
 OO OXOXX;4767
XOO OXOXX;4768
O  XOXOXX;4769
 O XOXOXX;4770
OO XOXOXX;4771
OOXXOXOXX;4772
  OXOXOXX;4773
O OXOXOXX;4774
OXOXOXOXX;4775
 OOXOXOXX;4776
XOOXOXOXX;4777
OOOXOXOXX;4778
   OOXOXX;4779
X  OOXOXX;4780
O  OOXOXX;4781
 X OOXOXX;4782
OX OOXOXX;4783
 O OOXOXX;4784
XO OOXOXX;4785
  XOOXOXX;4786
O XOOXOXX;4787
OXXOOXOXX;4788
 OXOOXOXX;4789
XOXOOXOXX;4790
OOXOOXOXX;4791
  OOOXOXX;4792
X OOOXOXX;4793
 XOOOXOXX;4794
XXOOOXOXX;4795
OXOOOXOXX;4796
XOOOOXOXX;4797
     OOXX;4798
X    OOXX;4799
O    OOXX;4800
 X   OOXX;4801
OX   OOXX;4802
 O   OOXX;4803
XO   OOXX;4804
  X  OOXX;4805
O X  OOXX;4806
OXX  OOXX;4807
 OX  OOXX;4808
XOX  OOXX;4809
OOX  OOXX;4810
  O  OOXX;4811
X O  OOXX;4812
 XO  OOXX;4813
XXO  OOXX;4814
OXO  OOXX;4815
XOO  OOXX;4816
   X OOXX;4817
O  X OOXX;4818
OX X OOXX;4819
 O X OOXX;4820
XO X OOXX;4821
OO X OOXX;4822
O XX OOXX;4823
 OXX OOXX;4824
OOXX OOXX;4825
  OX OOXX;4826
X OX OOXX;4827
O OX OOXX;4828
 XOX OOXX;4829
OXOX OOXX;4830
 OOX OOXX;4831
XOOX OOXX;4832
   O OOXX;4833
X  O OOXX;4834
 X O OOXX;4835
XX O OOXX;4836
OX O OOXX;4837
XO O OOXX;4838
  XO OOXX;4839
X XO OOXX;4840
O XO OOXX;4841
 XXO OOXX;4842
OXXO OOXX;4843
 OXO OOXX;4844
XOXO OOXX;4845
X OO OOXX;4846
 XOO OOXX;4847
XXOO OOXX;4848
    XOOXX;4849
O   XOOXX;4850
OX  XOOXX;4851
 O  XOOXX;4852
XO  XOOXX;4853
OO  XOOXX;4854
O X XOOXX;4855
 OX XOOXX;4856
OOX XOOXX;4857
  O XOOXX;4858
X O XOOXX;4859
O O XOOXX;4860
 XO XOOXX;4861
OXO XOOXX;4862
 OO XOOXX;4863
XOO XOOXX;4864
O  XXOOXX;4865
 O XXOOXX;4866
OO XXOOXX;4867
OOXXXOOXX;4868
  OXXOOXX;4869
O OXXOOXX;4870
OXOXXOOXX;4871
 OOXXOOXX;4872
XOOXXOOXX;4873
OOOXXOOXX;4874
   OXOOXX;4875
X  OXOOXX;4876
O  OXOOXX;4877
 X OXOOXX;4878
OX OXOOXX;4879
 O OXOOXX;4880
XO OXOOXX;4881
  XOXOOXX;4882
O XOXOOXX;4883
OXXOXOOXX;4884
 OXOXOOXX;4885
XOXOXOOXX;4886
OOXOXOOXX;4887
  OOXOOXX;4888
X OOXOOXX;4889
 XOOXOOXX;4890
XXOOXOOXX;4891
OXOOXOOXX;4892
XOOOXOOXX;4893
    OOOXX;4894
X   OOOXX;4895
 X  OOOXX;4896
XX  OOOXX;4897
OX  OOOXX;4898
XO  OOOXX;4899
  X OOOXX;4900
X X OOOXX;4901
O X OOOXX;4902
 XX OOOXX;4903
OXX OOOXX;4904
 OX OOOXX;4905
XOX OOOXX;4906
X O OOOXX;4907
 XO OOOXX;4908
XXO OOOXX;4909
   XOOOXX;4910
X  XOOOXX;4911
O  XOOOXX;4912
 X XOOOXX;4913
OX XOOOXX;4914
 O XOOOXX;4915
XO XOOOXX;4916
  XXOOOXX;4917
O XXOOOXX;4918
OXXXOOOXX;4919
 OXXOOOXX;4920
XOXXOOOXX;4921
OOXXOOOXX;4922
  OXOOOXX;4923
X OXOOOXX;4924
 XOXOOOXX;4925
XXOXOOOXX;4926
OXOXOOOXX;4927
XOOXOOOXX;4928
X  OOOOXX;4929
 X OOOOXX;4930
XX OOOOXX;4931
  XOOOOXX;4932
X XOOOOXX;4933
 XXOOOOXX;4934
XXXOOOOXX;4935
OXXOOOOXX;4936
XOXOOOOXX;4937
XXOOOOOXX;4938
       OX;4939
X      OX;4940
O      OX;4941
 X     OX;4942
OX     OX;4943
 O     OX;4944
XO     OX;4945
  X    OX;4946
O X    OX;4947
OXX    OX;4948
 OX    OX;4949
XOX    OX;4950
OOX    OX;4951
  O    OX;4952
X O    OX;4953
 XO    OX;4954
XXO    OX;4955
OXO    OX;4956
XOO    OX;4957
   X   OX;4958
O  X   OX;4959
OX X   OX;4960
 O X   OX;4961
XO X   OX;4962
OO X   OX;4963
O XX   OX;4964
 OXX   OX;4965
OOXX   OX;4966
  OX   OX;4967
X OX   OX;4968
O OX   OX;4969
 XOX   OX;4970
OXOX   OX;4971
 OOX   OX;4972
XOOX   OX;4973
   O   OX;4974
X  O   OX;4975
 X O   OX;4976
XX O   OX;4977
OX O   OX;4978
XO O   OX;4979
  XO   OX;4980
X XO   OX;4981
O XO   OX;4982
 XXO   OX;4983
OXXO   OX;4984
 OXO   OX;4985
XOXO   OX;4986
X OO   OX;4987
 XOO   OX;4988
XXOO   OX;4989
    X  OX;4990
O   X  OX;4991
OX  X  OX;4992
 O  X  OX;4993
XO  X  OX;4994
OO  X  OX;4995
O X X  OX;4996
 OX X  OX;4997
OOX X  OX;4998
  O X  OX;4999
X O X  OX;5000
O O X  OX;5001
 XO X  OX;5002
OXO X  OX;5003
 OO X  OX;5004
XOO X  OX;5005
O  XX  OX;5006
 O XX  OX;5007
OO XX  OX;5008
OOXXX  OX;5009
  OXX  OX;5010
O OXX  OX;5011
OXOXX  OX;5012
 OOXX  OX;5013
XOOXX  OX;5014
OOOXX  OX;5015
   OX  OX;5016
X  OX  OX;5017
O  OX  OX;5018
 X OX  OX;5019
OX OX  OX;5020
 O OX  OX;5021
XO OX  OX;5022
  XOX  OX;5023
O XOX  OX;5024
OXXOX  OX;5025
 OXOX  OX;5026
XOXOX  OX;5027
OOXOX  OX;5028
  OOX  OX;5029
X OOX  OX;5030
 XOOX  OX;5031
XXOOX  OX;5032
OXOOX  OX;5033
XOOOX  OX;5034
    O  OX;5035
X   O  OX;5036
 X  O  OX;5037
XX  O  OX;5038
OX  O  OX;5039
XO  O  OX;5040
  X O  OX;5041
X X O  OX;5042
O X O  OX;5043
 XX O  OX;5044
OXX O  OX;5045
 OX O  OX;5046
XOX O  OX;5047
X O O  OX;5048
 XO O  OX;5049
XXO O  OX;5050
   XO  OX;5051
X  XO  OX;5052
O  XO  OX;5053
 X XO  OX;5054
OX XO  OX;5055
 O XO  OX;5056
XO XO  OX;5057
  XXO  OX;5058
O XXO  OX;5059
OXXXO  OX;5060
 OXXO  OX;5061
XOXXO  OX;5062
OOXXO  OX;5063
  OXO  OX;5064
X OXO  OX;5065
 XOXO  OX;5066
XXOXO  OX;5067
OXOXO  OX;5068
XOOXO  OX;5069
X  OO  OX;5070
 X OO  OX;5071
XX OO  OX;5072
  XOO  OX;5073
X XOO  OX;5074
 XXOO  OX;5075
XXXOO  OX;5076
OXXOO  OX;5077
XOXOO  OX;5078
XXOOO  OX;5079
     X OX;5080
O    X OX;5081
OX   X OX;5082
 O   X OX;5083
XO   X OX;5084
OO   X OX;5085
O X  X OX;5086
 OX  X OX;5087
OOX  X OX;5088
  O  X OX;5089
X O  X OX;5090
O O  X OX;5091
 XO  X OX;5092
OXO  X OX;5093
 OO  X OX;5094
XOO  X OX;5095
O  X X OX;5096
 O X X OX;5097
OO X X OX;5098
OOXX X OX;5099
  OX X OX;5100
O OX X OX;5101
OXOX X OX;5102
 OOX X OX;5103
XOOX X OX;5104
OOOX X OX;5105
   O X OX;5106
X  O X OX;5107
O  O X OX;5108
 X O X OX;5109
OX O X OX;5110
 O O X OX;5111
XO O X OX;5112
  XO X OX;5113
O XO X OX;5114
OXXO X OX;5115
 OXO X OX;5116
XOXO X OX;5117
OOXO X OX;5118
  OO X OX;5119
X OO X OX;5120
 XOO X OX;5121
XXOO X OX;5122
OXOO X OX;5123
XOOO X OX;5124
O   XX OX;5125
 O  XX OX;5126
OO  XX OX;5127
OOX XX OX;5128
  O XX OX;5129
O O XX OX;5130
OXO XX OX;5131
 OO XX OX;5132
XOO XX OX;5133
OOO XX OX;5134
