         ;0
XOO  OXXO;7689
   X OXXO;7690
O  X OXXO;7691
OX X OXXO;7692
 O X OXXO;7693
XO X OXXO;7694
OO X OXXO;7695
O XX OXXO;7696
 OXX OXXO;7697
OOXX OXXO;7698
  OX OXXO;7699
X OX OXXO;7700
O OX OXXO;7701
 XOX OXXO;7702
OXOX OXXO;7703
 OOX OXXO;7704
XOOX OXXO;7705
   O OXXO;7706
X  O OXXO;7707
 X O OXXO;7708
XX O OXXO;7709
OX O OXXO;7710
XO O OXXO;7711
  XO OXXO;7712
X XO OXXO;7713
O XO OXXO;7714
 XXO OXXO;7715
OXXO OXXO;7716
 OXO OXXO;7717
XOXO OXXO;7718
X OO OXXO;7719
 XOO OXXO;7720
XXOO OXXO;7721
    XOXXO;7722
O   XOXXO;7723
OX  XOXXO;7724
 O  XOXXO;7725
XO  XOXXO;7726
OO  XOXXO;7727
O X XOXXO;7728
 OX XOXXO;7729
OOX XOXXO;7730
  O XOXXO;7731
X O XOXXO;7732
O O XOXXO;7733
 XO XOXXO;7734
OXO XOXXO;7735
 OO XOXXO;7736
XOO XOXXO;7737
O  XXOXXO;7738
 O XXOXXO;7739
OO XXOXXO;7740
OOXXXOXXO;7741
  OXXOXXO;7742
O OXXOXXO;7743
OXOXXOXXO;7744
 OOXXOXXO;7745
XOOXXOXXO;7746
OOOXXOXXO;7747
   OXOXXO;7748
X  OXOXXO;7749
O  OXOXXO;7750
 X OXOXXO;7751
OX OXOXXO;7752
 O OXOXXO;7753
XO OXOXXO;7754
  XOXOXXO;7755
O XOXOXXO;7756
OXXOXOXXO;7757
 OXOXOXXO;7758
XOXOXOXXO;7759
OOXOXOXXO;7760
  OOXOXXO;7761
X OOXOXXO;7762
 XOOXOXXO;7763
XXOOXOXXO;7764
OXOOXOXXO;7765
XOOOXOXXO;7766
    OOXXO;7767
X   OOXXO;7768
 X  OOXXO;7769
XX  OOXXO;7770
OX  OOXXO;7771
XO  OOXXO;7772
  X OOXXO;7773
X X OOXXO;7774
O X OOXXO;7775
 XX OOXXO;7776
OXX OOXXO;7777
 OX OOXXO;7778
XOX OOXXO;7779
X O OOXXO;7780
 XO OOXXO;7781
XXO OOXXO;7782
   XOOXXO;7783
X  XOOXXO;7784
O  XOOXXO;7785
 X XOOXXO;7786
OX XOOXXO;7787
 O XOOXXO;7788
XO XOOXXO;7789
  XXOOXXO;7790
O XXOOXXO;7791
OXXXOOXXO;7792
 OXXOOXXO;7793
XOXXOOXXO;7794
OOXXOOXXO;7795
  OXOOXXO;7796
X OXOOXXO;7797
 XOXOOXXO;7798
XXOXOOXXO;7799
OXOXOOXXO;7800
XOOXOOXXO;7801
X  OOOXXO;7802
 X OOOXXO;7803
XX OOOXXO;7804
  XOOOXXO;7805
X XOOOXXO;7806
 XXOOOXXO;7807
XXXOOOXXO;7808
OXXOOOXXO;7809
XOXOOOXXO;7810
XXOOOOXXO;7811
      OXO;7812
X     OXO;7813
 X    OXO;7814
XX    OXO;7815
OX    OXO;7816
XO    OXO;7817
  X   OXO;7818
X X   OXO;7819
O X   OXO;7820
 XX   OXO;7821
OXX   OXO;7822
 OX   OXO;7823
XOX   OXO;7824
X O   OXO;7825
 XO   OXO;7826
XXO   OXO;7827
   X  OXO;7828
X  X  OXO;7829
O  X  OXO;7830
 X X  OXO;7831
OX X  OXO;7832
 O X  OXO;7833
XO X  OXO;7834
  XX  OXO;7835
O XX  OXO;7836
OXXX  OXO;7837
 OXX  OXO;7838
XOXX  OXO;7839
OOXX  OXO;7840
  OX  OXO;7841
X OX  OXO;7842
 XOX  OXO;7843
XXOX  OXO;7844
OXOX  OXO;7845
XOOX  OXO;7846
X  O  OXO;7847
 X O  OXO;7848
XX O  OXO;7849
  XO  OXO;7850
X XO  OXO;7851
 XXO  OXO;7852
XXXO  OXO;7853
OXXO  OXO;7854
XOXO  OXO;7855
XXOO  OXO;7856
    X OXO;7857
X   X OXO;7858
O   X OXO;7859
 X  X OXO;7860
OX  X OXO;7861
 O  X OXO;7862
XO  X OXO;7863
  X X OXO;7864
O X X OXO;7865
OXX X OXO;7866
 OX X OXO;7867
XOX X OXO;7868
OOX X OXO;7869
  O X OXO;7870
X O X OXO;7871
 XO X OXO;7872
XXO X OXO;7873
OXO X OXO;7874
XOO X OXO;7875
   XX OXO;7876
O  XX OXO;7877
OX XX OXO;7878
 O XX OXO;7879
XO XX OXO;7880
OO XX OXO;7881
O XXX OXO;7882
 OXXX OXO;7883
OOXXX OXO;7884
  OXX OXO;7885
X OXX OXO;7886
O OXX OXO;7887
 XOXX OXO;7888
OXOXX OXO;7889
 OOXX OXO;7890
XOOXX OXO;7891
   OX OXO;7892
X  OX OXO;7893
 X OX OXO;7894
XX OX OXO;7895
OX OX OXO;7896
XO OX OXO;7897
  XOX OXO;7898
X XOX OXO;7899
O XOX OXO;7900
 XXOX OXO;7901
OXXOX OXO;7902
 OXOX OXO;7903
XOXOX OXO;7904
X OOX OXO;7905
 XOOX OXO;7906
XXOOX OXO;7907
X   O OXO;7908
 X  O OXO;7909
XX  O OXO;7910
  X O OXO;7911
X X O OXO;7912
 XX O OXO;7913
XXX O OXO;7914
OXX O OXO;7915
XOX O OXO;7916
XXO O OXO;7917
   XO OXO;7918
X  XO OXO;7919
 X XO OXO;7920
XX XO OXO;7921
OX XO OXO;7922
XO XO OXO;7923
  XXO OXO;7924
X XXO OXO;7925
O XXO OXO;7926
 XXXO OXO;7927
OXXXO OXO;7928
 OXXO OXO;7929
XOXXO OXO;7930
X OXO OXO;7931
 XOXO OXO;7932
XXOXO OXO;7933
XX OO OXO;7934
X XOO OXO;7935
 XXOO OXO;7936
XXXOO OXO;7937
     XOXO;7938
X    XOXO;7939
O    XOXO;7940
 X   XOXO;7941
OX   XOXO;7942
 O   XOXO;7943
XO   XOXO;7944
  X  XOXO;7945
O X  XOXO;7946
OXX  XOXO;7947
 OX  XOXO;7948
XOX  XOXO;7949
OOX  XOXO;7950
  O  XOXO;7951
X O  XOXO;7952
 XO  XOXO;7953
XXO  XOXO;7954
OXO  XOXO;7955
XOO  XOXO;7956
   X XOXO;7957
O  X XOXO;7958
OX X XOXO;7959
 O X XOXO;7960
XO X XOXO;7961
OO X XOXO;7962
O XX XOXO;7963
 OXX XOXO;7964
OOXX XOXO;7965
  OX XOXO;7966
X OX XOXO;7967
O OX XOXO;7968
 XOX XOXO;7969
OXOX XOXO;7970
 OOX XOXO;7971
XOOX XOXO;7972
   O XOXO;7973
X  O XOXO;7974
 X O XOXO;7975
XX O XOXO;7976
OX O XOXO;7977
XO O XOXO;7978
  XO XOXO;7979
X XO XOXO;7980
O XO XOXO;7981
 XXO XOXO;7982
OXXO XOXO;7983
 OXO XOXO;7984
XOXO XOXO;7985
X OO XOXO;7986
 XOO XOXO;7987
XXOO XOXO;7988
    XXOXO;7989
O   XXOXO;7990
OX  XXOXO;7991
 O  XXOXO;7992
XO  XXOXO;7993
OO  XXOXO;7994
O X XXOXO;7995
 OX XXOXO;7996
OOX XXOXO;7997
  O XXOXO;7998
X O XXOXO;7999
O O XXOXO;8000
 XO XXOXO;8001
OXO XXOXO;8002
 OO XXOXO;8003
XOO XXOXO;8004
O  XXXOXO;8005
 O XXXOXO;8006
OO XXXOXO;8007
OOXXXXOXO;8008
  OXXXOXO;8009
O OXXXOXO;8010
OXOXXXOXO;8011
 OOXXXOXO;8012
XOOXXXOXO;8013
OOOXXXOXO;8014
   OXXOXO;8015
X  OXXOXO;8016
O  OXXOXO;8017
 X OXXOXO;8018
OX OXXOXO;8019
 O OXXOXO;8020
XO OXXOXO;8021
  XOXXOXO;8022
O XOXXOXO;8023
OXXOXXOXO;8024
 OXOXXOXO;8025
XOXOXXOXO;8026
OOXOXXOXO;8027
  OOXXOXO;8028
X OOXXOXO;8029
 XOOXXOXO;8030
XXOOXXOXO;8031
OXOOXXOXO;8032
XOOOXXOXO;8033
    OXOXO;8034
X   OXOXO;8035
 X  OXOXO;8036
XX  OXOXO;8037
OX  OXOXO;8038
XO  OXOXO;8039
  X OXOXO;8040
X X OXOXO;8041
O X OXOXO;8042
 XX OXOXO;8043
OXX OXOXO;8044
 OX OXOXO;8045
XOX OXOXO;8046
X O OXOXO;8047
 XO OXOXO;8048
XXO OXOXO;8049
   XOXOXO;8050
X  XOXOXO;8051
O  XOXOXO;8052
 X XOXOXO;8053
OX XOXOXO;8054
 O XOXOXO;8055
XO XOXOXO;8056
  XXOXOXO;8057
O XXOXOXO;8058
OXXXOXOXO;8059
 OXXOXOXO;8060
XOXXOXOXO;8061
OOXXOXOXO;8062
  OXOXOXO;8063
X OXOXOXO;8064
 XOXOXOXO;8065
XXOXOXOXO;8066
OXOXOXOXO;8067
XOOXOXOXO;8068
X  OOXOXO;8069
 X OOXOXO;8070
XX OOXOXO;8071
  XOOXOXO;8072
X XOOXOXO;8073
 XXOOXOXO;8074
XXXOOXOXO;8075
OXXOOXOXO;8076
XOXOOXOXO;8077
XXOOOXOXO;8078
X    OOXO;8079
 X   OOXO;8080
XX   OOXO;8081
  X  OOXO;8082
X X  OOXO;8083
 XX  OOXO;8084
XXX  OOXO;8085
OXX  OOXO;8086
XOX  OOXO;8087
XXO  OOXO;8088
   X OOXO;8089
X  X OOXO;8090
 X X OOXO;8091
XX X OOXO;8092
OX X OOXO;8093
XO X OOXO;8094
  XX OOXO;8095
X XX OOXO;8096
O XX OOXO;8097
 XXX OOXO;8098
OXXX OOXO;8099
 OXX OOXO;8100
XOXX OOXO;8101
X OX OOXO;8102
 XOX OOXO;8103
XXOX OOXO;8104
XX O OOXO;8105
X XO OOXO;8106
 XXO OOXO;8107
XXXO OOXO;8108
    XOOXO;8109
X   XOOXO;8110
 X  XOOXO;8111
XX  XOOXO;8112
OX  XOOXO;8113
XO  XOOXO;8114
  X XOOXO;8115
X X XOOXO;8116
O X XOOXO;8117
 XX XOOXO;8118
OXX XOOXO;8119
 OX XOOXO;8120
XOX XOOXO;8121
X O XOOXO;8122
 XO XOOXO;8123
XXO XOOXO;8124
   XXOOXO;8125
X  XXOOXO;8126
O  XXOOXO;8127
 X XXOOXO;8128
OX XXOOXO;8129
 O XXOOXO;8130
XO XXOOXO;8131
  XXXOOXO;8132
O XXXOOXO;8133
OXXXXOOXO;8134
 OXXXOOXO;8135
XOXXXOOXO;8136
OOXXXOOXO;8137
  OXXOOXO;8138
X OXXOOXO;8139
 XOXXOOXO;8140
XXOXXOOXO;8141
OXOXXOOXO;8142
XOOXXOOXO;8143
X  OXOOXO;8144
 X OXOOXO;8145
XX OXOOXO;8146
  XOXOOXO;8147
X XOXOOXO;8148
 XXOXOOXO;8149
XXXOXOOXO;8150
OXXOXOOXO;8151
XOXOXOOXO;8152
XXOOXOOXO;8153
XX  OOOXO;8154
X X OOOXO;8155
 XX OOOXO;8156
XXX OOOXO;8157
X  XOOOXO;8158
 X XOOOXO;8159
XX XOOOXO;8160
  XXOOOXO;8161
X XXOOOXO;8162
 XXXOOOXO;8163
XXXXOOOXO;8164
OXXXOOOXO;8165
XOXXOOOXO;8166
XXOXOOOXO;8167
XXXOOOOXO;8168
X      OO;8169
 X     OO;8170
XX     OO;8171
  X    OO;8172
X X    OO;8173
 XX    OO;8174
XXX    OO;8175
OXX    OO;8176
XOX    OO;8177
XXO    OO;8178
   X   OO;8179
X  X   OO;8180
 X X   OO;8181
XX X   OO;8182
OX X   OO;8183
XO X   OO;8184
  XX   OO;8185
X XX   OO;8186
O XX   OO;8187
 XXX   OO;8188
OXXX   OO;8189
 OXX   OO;8190
XOXX   OO;8191
X OX   OO;8192
 XOX   OO;8193
XXOX   OO;8194
XX O   OO;8195
X XO   OO;8196
 XXO   OO;8197
XXXO   OO;8198
    X  OO;8199
X   X  OO;8200
 X  X  OO;8201
XX  X  OO;8202
OX  X  OO;8203
XO  X  OO;8204
  X X  OO;8205
X X X  OO;8206
O X X  OO;8207
 XX X  OO;8208
OXX X  OO;8209
 OX X  OO;8210
XOX X  OO;8211
X O X  OO;8212
 XO X  OO;8213
XXO X  OO;8214
   XX  OO;8215
X  XX  OO;8216
O  XX  OO;8217
 X XX  OO;8218
OX XX  OO;8219
 O XX  OO;8220
XO XX  OO;8221
  XXX  OO;8222
O XXX  OO;8223
OXXXX  OO;8224
 OXXX  OO;8225
XOXXX  OO;8226
OOXXX  OO;8227
  OXX  OO;8228
X OXX  OO;8229
 XOXX  OO;8230
XXOXX  OO;8231
OXOXX  OO;8232
XOOXX  OO;8233
X  OX  OO;8234
 X OX  OO;8235
XX OX  OO;8236
  XOX  OO;8237
X XOX  OO;8238
 XXOX  OO;8239
XXXOX  OO;8240
OXXOX  OO;8241
XOXOX  OO;8242
XXOOX  OO;8243
XX  O  OO;8244
X X O  OO;8245
 XX O  OO;8246
XXX O  OO;8247
X  XO  OO;8248
 X XO  OO;8249
XX XO  OO;8250
  XXO  OO;8251
X XXO  OO;8252
 XXXO  OO;8253
XXXXO  OO;8254
OXXXO  OO;8255
XOXXO  OO;8256
XXOXO  OO;8257
XXXOO  OO;8258
     X OO;8259
X    X OO;8260
 X   X OO;8261
XX   X OO;8262
OX   X OO;8263
XO   X OO;8264
  X  X OO;8265
X X  X OO;8266
O X  X OO;8267
 XX  X OO;8268
OXX  X OO;8269
 OX  X OO;8270
XOX  X OO;8271
X O  X OO;8272
 XO  X OO;8273
XXO  X OO;8274
   X X OO;8275
X  X X OO;8276
O  X X OO;8277
 X X X OO;8278
OX X X OO;8279
 O X X OO;8280
XO X X OO;8281
  XX X OO;8282
O XX X OO;8283
OXXX X OO;8284
 OXX X OO;8285
XOXX X OO;8286
OOXX X OO;8287
  OX X OO;8288
X OX X OO;8289
 XOX X OO;8290
XXOX X OO;8291
OXOX X OO;8292
XOOX X OO;8293
X  O X OO;8294
 X O X OO;8295
XX O X OO;8296
  XO X OO;8297
X XO X OO;8298
 XXO X OO;8299
XXXO X OO;8300
OXXO X OO;8301
XOXO X OO;8302
XXOO X OO;8303
    XX OO;8304
X   XX OO;8305
O   XX OO;8306
 X  XX OO;8307
OX  XX OO;8308
 O  XX OO;8309
XO  XX OO;8310
  X XX OO;8311
O X XX OO;8312
OXX XX OO;8313
 OX XX OO;8314
XOX XX OO;8315
OOX XX OO;8316
  O XX OO;8317
X O XX OO;8318
 XO XX OO;8319
XXO XX OO;8320
OXO XX OO;8321
XOO XX OO;8322
   XXX OO;8323
O  XXX OO;8324
OX XXX OO;8325
 O XXX OO;8326
XO XXX OO;8327
OO XXX OO;8328
O XXXX OO;8329
 OXXXX OO;8330
OOXXXX OO;8331
  OXXX OO;8332
X OXXX OO;8333
O OXXX OO;8334
 XOXXX OO;8335
OXOXXX OO;8336
 OOXXX OO;8337
XOOXXX OO;8338
   OXX OO;8339
X  OXX OO;8340
 X OXX OO;8341
XX OXX OO;8342
OX OXX OO;8343
XO OXX OO;8344
  XOXX OO;8345
X XOXX OO;8346
O XOXX OO;8347
 XXOXX OO;8348
OXXOXX OO;8349
 OXOXX OO;8350
XOXOXX OO;8351
X OOXX OO;8352
 XOOXX OO;8353
XXOOXX OO;8354
X   OX OO;8355
 X  OX OO;8356
XX  OX OO;8357
  X OX OO;8358
X X OX OO;8359
 XX OX OO;8360
XXX OX OO;8361
OXX OX OO;8362
XOX OX OO;8363
XXO OX OO;8364
   XOX OO;8365
X  XOX OO;8366
 X XOX OO;8367
XX XOX OO;8368
OX XOX OO;8369
XO XOX OO;8370
  XXOX OO;8371
X XXOX OO;8372
O XXOX OO;8373
 XXXOX OO;8374
OXXXOX OO;8375
 OXXOX OO;8376
XOXXOX OO;8377
X OXOX OO;8378
 XOXOX OO;8379
XXOXOX OO;8380
XX OOX OO;8381
X XOOX OO;8382
 XXOOX OO;8383
XXXOOX OO;8384
XX   O OO;8385
X X  O OO;8386
 XX  O OO;8387
XXX  O OO;8388
X  X O OO;8389
 X X O OO;8390
XX X O OO;8391
  XX O OO;8392
X XX O OO;8393
 XXX O OO;8394
XXXX O OO;8395
OXXX O OO;8396
XOXX O OO;8397
XXOX O OO;8398
XXXO O OO;8399
X   XO OO;8400
 X  XO OO;8401
XX  XO OO;8402
  X XO OO;8403
X X XO OO;8404
 XX XO OO;8405
XXX XO OO;8406
OXX XO OO;8407
XOX XO OO;8408
XXO XO OO;8409
   XXO OO;8410
X  XXO OO;8411
 X XXO OO;8412
XX XXO OO;8413
OX XXO OO;8414
XO XXO OO;8415
  XXXO OO;8416
X XXXO OO;8417
O XXXO OO;8418
 XXXXO OO;8419
OXXXXO OO;8420
 OXXXO OO;8421
XOXXXO OO;8422
X OXXO OO;8423
 XOXXO OO;8424
XXOXXO OO;8425
XX OXO OO;8426
X XOXO OO;8427
 XXOXO OO;8428
XXXOXO OO;8429
XXX OO OO;8430
XX XOO OO;8431
X XXOO OO;8432
 XXXOO OO;8433
XXXXOO OO;8434
      XOO;8435
X     XOO;8436
 X    XOO;8437
XX    XOO;8438
OX    XOO;8439
XO    XOO;8440
  X   XOO;8441
X X   XOO;8442
O X   XOO;8443
 XX   XOO;8444
OXX   XOO;8445
 OX   XOO;8446
XOX   XOO;8447
X O   XOO;8448
 XO   XOO;8449
XXO   XOO;8450
   X  XOO;8451
X  X  XOO;8452
O  X  XOO;8453
 X X  XOO;8454
OX X  XOO;8455
 O X  XOO;8456
XO X  XOO;8457
  XX  XOO;8458
O XX  XOO;8459
OXXX  XOO;8460
 OXX  XOO;8461
XOXX  XOO;8462
OOXX  XOO;8463
  OX  XOO;8464
X OX  XOO;8465
 XOX  XOO;8466
XXOX  XOO;8467
OXOX  XOO;8468
XOOX  XOO;8469
X  O  XOO;8470
 X O  XOO;8471
XX O  XOO;8472
  XO  XOO;8473
X XO  XOO;8474
 XXO  XOO;8475
XXXO  XOO;8476
OXXO  XOO;8477
XOXO  XOO;8478
XXOO  XOO;8479
    X XOO;8480
X   X XOO;8481
O   X XOO;8482
 X  X XOO;8483
OX  X XOO;8484
 O  X XOO;8485
XO  X XOO;8486
  X X XOO;8487
O X X XOO;8488
OXX X XOO;8489
 OX X XOO;8490
XOX X XOO;8491
OOX X XOO;8492
  O X XOO;8493
X O X XOO;8494
 XO X XOO;8495
XXO X XOO;8496
OXO X XOO;8497
XOO X XOO;8498
   XX XOO;8499
O  XX XOO;8500
OX XX XOO;8501
 O XX XOO;8502
XO XX XOO;8503
OO XX XOO;8504
O XXX XOO;8505
 OXXX XOO;8506
OOXXX XOO;8507
  OXX XOO;8508
X OXX XOO;8509
O OXX XOO;8510
 XOXX XOO;8511
OXOXX XOO;8512
 OOXX XOO;8513
XOOXX XOO;8514
   OX XOO;8515
X  OX XOO;8516
 X OX XOO;8517
XX OX XOO;8518
OX OX XOO;8519
XO OX XOO;8520
  XOX XOO;8521
X XOX XOO;8522
O XOX XOO;8523
 XXOX XOO;8524
OXXOX XOO;8525
 OXOX XOO;8526
XOXOX XOO;8527
X OOX XOO;8528
 XOOX XOO;8529
XXOOX XOO;8530
X   O XOO;8531
 X  O XOO;8532
XX  O XOO;8533
  X O XOO;8534
X X O XOO;8535
 XX O XOO;8536
XXX O XOO;8537
OXX O XOO;8538
XOX O XOO;8539
XXO O XOO;8540
   XO XOO;8541
X  XO XOO;8542
 X XO XOO;8543
XX XO XOO;8544
OX XO XOO;8545
XO XO XOO;8546
  XXO XOO;8547
X XXO XOO;8548
O XXO XOO;8549
 XXXO XOO;8550
OXXXO XOO;8551
 OXXO XOO;8552
XOXXO XOO;8553
X OXO XOO;8554
 XOXO XOO;8555
XXOXO XOO;8556
XX OO XOO;8557
X XOO XOO;8558
 XXOO XOO;8559
XXXOO XOO;8560
     XXOO;8561
X    XXOO;8562
O    XXOO;8563
 X   XXOO;8564
OX   XXOO;8565
 O   XXOO;8566
XO   XXOO;8567
  X  XXOO;8568
O X  XXOO;8569
OXX  XXOO;8570
 OX  XXOO;8571
XOX  XXOO;8572
OOX  XXOO;8573
  O  XXOO;8574
X O  XXOO;8575
 XO  XXOO;8576
XXO  XXOO;8577
OXO  XXOO;8578
XOO  XXOO;8579
   X XXOO;8580
O  X XXOO;8581
OX X XXOO;8582
 O X XXOO;8583
XO X XXOO;8584
OO X XXOO;8585
O XX XXOO;8586
 OXX XXOO;8587
OOXX XXOO;8588
  OX XXOO;8589
X OX XXOO;8590
O OX XXOO;8591
 XOX XXOO;8592
OXOX XXOO;8593
 OOX XXOO;8594
XOOX XXOO;8595
   O XXOO;8596
X  O XXOO;8597
 X O XXOO;8598
XX O XXOO;8599
OX O XXOO;8600
XO O XXOO;8601
  XO XXOO;8602
X XO XXOO;8603
O XO XXOO;8604
 XXO XXOO;8605
OXXO XXOO;8606
 OXO XXOO;8607
XOXO XXOO;8608
X OO XXOO;8609
 XOO XXOO;8610
XXOO XXOO;8611
    XXXOO;8612
O   XXXOO;8613
OX  XXXOO;8614
 O  XXXOO;8615
XO  XXXOO;8616
OO  XXXOO;8617
O X XXXOO;8618
 OX XXXOO;8619
OOX XXXOO;8620
  O XXXOO;8621
X O XXXOO;8622
O O XXXOO;8623
 XO XXXOO;8624
OXO XXXOO;8625
 OO XXXOO;8626
XOO XXXOO;8627
O  XXXXOO;8628
 O XXXXOO;8629
OO XXXXOO;8630
OOXXXXXOO;8631
  OXXXXOO;8632
O OXXXXOO;8633
OXOXXXXOO;8634
 OOXXXXOO;8635
XOOXXXXOO;8636
OOOXXXXOO;8637
   OXXXOO;8638
X  OXXXOO;8639
O  OXXXOO;8640
 X OXXXOO;8641
OX OXXXOO;8642
 O OXXXOO;8643
XO OXXXOO;8644
  XOXXXOO;8645
O XOXXXOO;8646
OXXOXXXOO;8647
 OXOXXXOO;8648
XOXOXXXOO;8649
OOXOXXXOO;8650
  OOXXXOO;8651
X OOXXXOO;8652
 XOOXXXOO;8653
XXOOXXXOO;8654
OXOOXXXOO;8655
XOOOXXXOO;8656
    OXXOO;8657
X   OXXOO;8658
 X  OXXOO;8659
XX  OXXOO;8660
OX  OXXOO;8661
XO  OXXOO;8662
  X OXXOO;8663
X X OXXOO;8664
O X OXXOO;8665
 XX OXXOO;8666
OXX OXXOO;8667
 OX OXXOO;8668
XOX OXXOO;8669
X O OXXOO;8670
 XO OXXOO;8671
XXO OXXOO;8672
   XOXXOO;8673
X  XOXXOO;8674
O  XOXXOO;8675
 X XOXXOO;8676
OX XOXXOO;8677
 O XOXXOO;8678
XO XOXXOO;8679
  XXOXXOO;8680
O XXOXXOO;8681
OXXXOXXOO;8682
 OXXOXXOO;8683
XOXXOXXOO;8684
OOXXOXXOO;8685
  OXOXXOO;8686
X OXOXXOO;8687
 XOXOXXOO;8688
XXOXOXXOO;8689
OXOXOXXOO;8690
XOOXOXXOO;8691
X  OOXXOO;8692
 X OOXXOO;8693
XX OOXXOO;8694
  XOOXXOO;8695
X XOOXXOO;8696
 XXOOXXOO;8697
XXXOOXXOO;8698
OXXOOXXOO;8699
XOXOOXXOO;8700
XXOOOXXOO;8701
X    OXOO;8702
 X   OXOO;8703
XX   OXOO;8704
  X  OXOO;8705
X X  OXOO;8706
 XX  OXOO;8707
XXX  OXOO;8708
OXX  OXOO;8709
XOX  OXOO;8710
XXO  OXOO;8711
   X OXOO;8712
X  X OXOO;8713
 X X OXOO;8714
XX X OXOO;8715
OX X OXOO;8716
XO X OXOO;8717
  XX OXOO;8718
X XX OXOO;8719
O XX OXOO;8720
 XXX OXOO;8721
OXXX OXOO;8722
 OXX OXOO;8723
XOXX OXOO;8724
X OX OXOO;8725
 XOX OXOO;8726
XXOX OXOO;8727
XX O OXOO;8728
X XO OXOO;8729
 XXO OXOO;8730
XXXO OXOO;8731
    XOXOO;8732
X   XOXOO;8733
 X  XOXOO;8734
XX  XOXOO;8735
OX  XOXOO;8736
XO  XOXOO;8737
  X XOXOO;8738
X X XOXOO;8739
O X XOXOO;8740
 XX XOXOO;8741
OXX XOXOO;8742
 OX XOXOO;8743
XOX XOXOO;8744
X O XOXOO;8745
 XO XOXOO;8746
XXO XOXOO;8747
   XXOXOO;8748
X  XXOXOO;8749
O  XXOXOO;8750
 X XXOXOO;8751
OX XXOXOO;8752
 O XXOXOO;8753
XO XXOXOO;8754
  XXXOXOO;8755
O XXXOXOO;8756
OXXXXOXOO;8757
 OXXXOXOO;8758
XOXXXOXOO;8759
OOXXXOXOO;8760
  OXXOXOO;8761
X OXXOXOO;8762
 XOXXOXOO;8763
XXOXXOXOO;8764
OXOXXOXOO;8765
XOOXXOXOO;8766
X  OXOXOO;8767
 X OXOXOO;8768
XX OXOXOO;8769
  XOXOXOO;8770
X XOXOXOO;8771
 XXOXOXOO;8772
XXXOXOXOO;8773
OXXOXOXOO;8774
XOXOXOXOO;8775
XXOOXOXOO;8776
XX  OOXOO;8777
X X OOXOO;8778
 XX OOXOO;8779
XXX OOXOO;8780
X  XOOXOO;8781
 X XOOXOO;8782
XX XOOXOO;8783
  XXOOXOO;8784
X XXOOXOO;8785
 XXXOOXOO;8786
XXXXOOXOO;8787
OXXXOOXOO;8788
XOXXOOXOO;8789
XXOXOOXOO;8790
XXXOOOXOO;8791
XX    OOO;8792
X X   OOO;8793
 XX   OOO;8794
XXX   OOO;8795
X  X  OOO;8796
 X X  OOO;8797
XX X  OOO;8798
  XX  OOO;8799
X XX  OOO;8800
 XXX  OOO;8801
XXXX  OOO;8802
OXXX  OOO;8803
XOXX  OOO;8804
XXOX  OOO;8805
XXXO  OOO;8806
X   X OOO;8807
 X  X OOO;8808
XX  X OOO;8809
  X X OOO;8810
X X X OOO;8811
 XX X OOO;8812
XXX X OOO;8813
OXX X OOO;8814
XOX X OOO;8815
XXO X OOO;8816
   XX OOO;8817
X  XX OOO;8818
 X XX OOO;8819
XX XX OOO;8820
OX XX OOO;8821
XO XX OOO;8822
  XXX OOO;8823
X XXX OOO;8824
O XXX OOO;8825
 XXXX OOO;8826
OXXXX OOO;8827
 OXXX OOO;8828
XOXXX OOO;8829
X OXX OOO;8830
 XOXX OOO;8831
XXOXX OOO;8832
XX OX OOO;8833
X XOX OOO;8834
 XXOX OOO;8835
XXXOX OOO;8836
XXX O OOO;8837
XX XO OOO;8838
X XXO OOO;8839
 XXXO OOO;8840
XXXXO OOO;8841
X    XOOO;8842
 X   XOOO;8843
XX   XOOO;8844
  X  XOOO;8845
X X  XOOO;8846
 XX  XOOO;8847
XXX  XOOO;8848
OXX  XOOO;8849
XOX  XOOO;8850
XXO  XOOO;8851
   X XOOO;8852
X  X XOOO;8853
 X X XOOO;8854
XX X XOOO;8855
OX X XOOO;8856
XO X XOOO;8857
  XX XOOO;8858
X XX XOOO;8859
O XX XOOO;8860
 XXX XOOO;8861
OXXX XOOO;8862
 OXX XOOO;8863
XOXX XOOO;8864
X OX XOOO;8865
 XOX XOOO;8866
XXOX XOOO;8867
XX O XOOO;8868
X XO XOOO;8869
 XXO XOOO;8870
XXXO XOOO;8871
    XXOOO;8872
X   XXOOO;8873
 X  XXOOO;8874
XX  XXOOO;8875
OX  XXOOO;8876
XO  XXOOO;8877
  X XXOOO;8878
X X XXOOO;8879
O X XXOOO;8880
 XX XXOOO;8881
OXX XXOOO;8882
 OX XXOOO;8883
XOX XXOOO;8884
X O XXOOO;8885
 XO XXOOO;8886
XXO XXOOO;8887
   XXXOOO;8888
X  XXXOOO;8889
O  XXXOOO;8890
 X XXXOOO;8891
OX XXXOOO;8892
 O XXXOOO;8893
XO XXXOOO;8894
  XXXXOOO;8895
O XXXXOOO;8896
OXXXXXOOO;8897
 OXXXXOOO;8898
XOXXXXOOO;8899
OOXXXXOOO;8900
  OXXXOOO;8901
X OXXXOOO;8902
 XOXXXOOO;8903
XXOXXXOOO;8904
OXOXXXOOO;8905
XOOXXXOOO;8906
X  OXXOOO;8907
 X OXXOOO;8908
XX OXXOOO;8909
  XOXXOOO;8910
X XOXXOOO;8911
 XXOXXOOO;8912
